id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,0.0016870434628799558,0.00036856209044344723,0.00017029816808644682,0.00021111474779900163,0.006672300864011049,0.0002161009470000863,0.0009042404126375914,0.001197673729620874,0.001185477478429675,0.14271987974643707,0.0822368636727333,0.02868078276515007,0.00897709745913744,0.017342135310173035,0.07889226078987122,0.0005271956906653941,0.00017923345149029046,0.00027876003878191113,0.0002734718145802617,0.0004898378392681479,0.00040949383401311934,0.0005067978636361659,0.0010362423490732908,0.0008671396644786,0.18116527795791626,0.00025004922645166516,0.2327435463666916,0.0010240121046081185,0.0003549834946170449,0.00052444520406425,0.02214360609650612,0.014846503734588623,0.003408075077459216,0.000317022466333583,0.00038843086804263294,0.0001620825642021373,0.006444193888455629,0.0006789084291085601,0.006664893589913845,0.0008022034890018404,0.0011214270489290357,0.00017559555999469012,0.0012487791245803237,0.0004037322651129216,0.0014559648698195815,0.0004627073067240417,0.0004358910664450377,0.0007537980563938618,0.003173436503857374,0.003044466720893979,0.0014659763546660542,0.0073731825686991215,0.008522486314177513,0.0038728148210793734,0.001165755558758974,0.00018331316823605448,0.00040244596311822534,0.0010712360963225365,0.1008920818567276,0.00029103158158250153,0.014535686001181602
3126,0.0039047475438565016,0.0018048218917101622,0.0019150340231135488,0.0038649269845336676,0.005407694727182388,0.00330437533557415,0.0005735983140766621,0.004989496432244778,0.00022029862157069147,0.000648775661829859,0.0021522617898881435,0.001315280795097351,0.0005749319680035114,0.0020900233648717403,0.0009658262133598328,0.0007116263150237501,0.0047513884492218494,0.00035687824129126966,0.0004711498040705919,0.0004299260617699474,0.01705729402601719,0.009720707312226295,0.007894767448306084,0.006995856296271086,0.0005094992811791599,0.0006864065653644502,0.8452563285827637,0.0006073533440940082,0.00038622348802164197,0.0007278588600456715,0.0008416831260547042,0.0008182872552424669,0.0005759054911322892,0.005426984746009111,0.007109599653631449,0.0009588593384250998,0.007315956521779299,0.0004489105776883662,0.0003725399437826127,0.0004356724675744772,0.0012657791376113892,0.0013324535684660077,0.0036385287530720234,0.0022870663087815046,0.0007317676790989935,0.001897686393931508,0.0004189249302726239,0.0006061827298253775,0.0010568376164883375,0.0017325491644442081,0.01491557341068983,0.000940470490604639,0.00042177533032372594,0.0028242077678442,0.000938764656893909,0.0035280182491987944,0.0010447498643770814,0.0023057027719914913,0.0006418779375962913,0.0005059512914158404,0.0023652829695492983
3127,0.007448928896337748,0.04520369693636894,0.0005411164020188153,0.0011337163159623742,0.0005532747018150985,0.007048942148685455,0.020106546580791473,0.03518756851553917,0.020173462107777596,0.0012742233229801059,0.0014196350239217281,0.0015334791969507933,0.0023582398425787687,0.0006143332575447857,0.002945913700386882,0.0005658935406245291,0.008679834194481373,0.0004062439256813377,0.0004060931096319109,0.0002059996477328241,0.0006536705768667161,0.0006237378693185747,0.0005230831447988749,0.00042205752106383443,0.0014835662441328168,0.000976687646470964,0.30312666296958923,0.00202615512534976,0.005946984048932791,0.029703127220273018,0.0005075508961454034,0.0003339860704727471,0.004538306035101414,0.005940963048487902,0.004085966385900974,0.0008913068450056016,0.0013964916579425335,0.013712499290704727,0.006484391633421183,0.004647089168429375,0.00407771160826087,0.0025737816467881203,0.011246085166931152,0.03555580601096153,0.03371641784906387,0.17348937690258026,0.0003645952674560249,0.03676380589604378,0.03430214151740074,0.05551285669207573,0.004647359251976013,0.0022176087368279696,0.00324141513556242,0.0006265027914196253,0.009595049545168877,0.0005168012576177716,0.018650980666279793,0.0002622808387968689,0.0012480735313147306,0.0035875490866601467,0.021972373127937317
3128,0.013980511575937271,0.006787814199924469,0.002702002413570881,0.0024588725063949823,0.008099689148366451,0.009061961434781551,0.0009695697226561606,0.01765679009258747,0.0007821522303856909,0.0005359628121368587,0.002625945955514908,0.0008996775140985847,0.0016986146802082658,0.001320787356235087,0.002030964009463787,0.0014718525344505906,0.009566068649291992,0.0007210261537693441,0.0008866227581165731,0.0006954000564292073,0.001928051933646202,0.009909025393426418,0.002049235627055168,0.00312104937620461,0.0012084253830835223,0.0012435817625373602,0.5921649932861328,0.0013027666136622429,0.0011580202262848616,0.012170731090009212,0.00046797419781796634,0.000678090553265065,0.0018976577557623386,0.034393180161714554,0.028442196547985077,0.0017133617075160146,0.0017704404890537262,0.0008477145456708968,0.0020455983467400074,0.0011309431865811348,0.0020127894822508097,0.0073469276539981365,0.03260703384876251,0.05341457575559616,0.004792889580130577,0.0061624255031347275,0.0008433529292233288,0.001240418292582035,0.0059408145025372505,0.017528044059872627,0.05213497579097748,0.0006587927346117795,0.0015917362179607153,0.0009997596498578787,0.006284584756940603,0.002657761098816991,0.001642626360990107,0.0013540872605517507,0.0015335655771195889,0.0012304234551265836,0.013427033089101315
3129,0.0027349735610187054,0.0009485685732215643,0.002330632647499442,0.004860103130340576,0.009106163866817951,0.003658664645627141,0.0003118625609204173,0.0016578314825892448,0.00025747271138243377,0.00026796924066729844,0.001100093126296997,0.0007992213359102607,0.00047035375609993935,0.001112275873310864,0.0007444946095347404,0.0027228216640651226,0.0035469532012939453,0.0002847785362973809,0.0019707540050148964,0.0003643797244876623,0.012343574315309525,0.008902291767299175,0.009066969156265259,0.009552424773573875,0.0003107245429418981,0.0007603085832670331,0.8413466811180115,0.00026038935175165534,0.0004715840332210064,0.0008078441605903208,0.0003375167434569448,0.0003393623628653586,0.0006169007974676788,0.003803903004154563,0.01192840188741684,0.001188090187497437,0.002944423584267497,0.00025182447279803455,0.00023071763280313462,0.00047332473332062364,0.0003578503674361855,0.0012756449868902564,0.003189810086041689,0.003542280988767743,0.0007129844161681831,0.0016358159482479095,0.0004796057182829827,0.000281663698842749,0.0009996982989832759,0.001864866353571415,0.028135692700743675,0.000580652616918087,0.00044222071301192045,0.0011428875150159001,0.00028642150573432446,0.0037771740462630987,0.00048129973583854735,0.0018978805746883154,0.00029765802901238203,0.00042691041016951203,0.003003304824233055
3130,0.01392073929309845,0.022060751914978027,0.0023450918961316347,0.0019301827996969223,0.0009859611745923758,0.006069589871913195,0.0015574890421703458,0.012143642641603947,0.0007670923951081932,0.0003805402375292033,0.0007609420572407544,0.000350212532794103,0.0009630658314563334,0.0004873588040936738,0.0008049538009800017,0.0009766932344064116,0.02188243716955185,0.0007527858251705766,0.0004328510258346796,0.0004049756971653551,0.0007872494752518833,0.004067686852067709,0.0008876606589183211,0.0009226757101714611,0.0006462369346991181,0.0008581310976296663,0.563663125038147,0.002355472883209586,0.0009515684214420617,0.030348239466547966,0.0002901264524552971,0.00029549506143666804,0.0012773036723956466,0.04752644896507263,0.021202458068728447,0.001665546209551394,0.0006361318519338965,0.0017418060451745987,0.0013446664670482278,0.0009267153800465167,0.0012357071973383427,0.010954097844660282,0.0264359712600708,0.07483860850334167,0.007320057600736618,0.01453839149326086,0.0005215997225604951,0.002678582677617669,0.005307299084961414,0.013513420708477497,0.02951039746403694,0.0002908106835093349,0.0009971297113224864,0.00035907633719034493,0.022080134600400925,0.0022908984683454037,0.001809519249945879,0.0006737710209563375,0.0008109631598927081,0.0018978019943460822,0.009563673287630081
3131,0.003328947350382805,0.0007122137467376888,0.003391750855371356,0.0012065708870068192,0.015416576527059078,0.0016926447860896587,0.0008493386558257043,0.003056649351492524,0.00025707538588903844,0.0010622842237353325,0.004137883894145489,0.002189807826653123,0.00053322350140661,0.004089056048542261,0.0012124854838475585,0.0013891963753849268,0.0011317292228341103,0.0005709012621082366,0.0012448595371097326,0.0010636210208758712,0.004086259752511978,0.012471512891352177,0.007223497610539198,0.01171110849827528,0.001215425319969654,0.0008634200785309076,0.8017907738685608,0.0012300248490646482,0.0005404498660936952,0.0012617845786735415,0.002959013683721423,0.0038485764525830746,0.0004569539160002023,0.005805798806250095,0.004921148531138897,0.0010537129128351808,0.013708574697375298,0.0004677831311710179,0.0007664426229894161,0.0005505539593286812,0.0012793898349627852,0.0016329053323715925,0.01130911149084568,0.004828495439141989,0.0006175587768666446,0.0004487947444431484,0.0006295692292042077,0.000669823435600847,0.0006704525439999998,0.0013280241983011365,0.019165437668561935,0.002717533614486456,0.0004500636423472315,0.007613890804350376,0.0010301311267539859,0.0030099654104560614,0.0007117900531738997,0.013083633035421371,0.0018531829118728638,0.00037497919402085245,0.001105739502236247
3132,0.017522329464554787,0.03902643173933029,0.00848720595240593,0.005094096530228853,0.0012880079448223114,0.015233371406793594,0.0019652387127280235,0.020322421565651894,0.0004677956167142838,0.00037012339453212917,0.0008031983743421733,0.0003134927246719599,0.0008022474939934909,0.000611499126534909,0.000741164549253881,0.0015992213739082217,0.04454847052693367,0.0012638600310310721,0.0004850795667152852,0.0004290007636882365,0.00143951247446239,0.010933193378150463,0.0009723729453980923,0.001912162872031331,0.0006009889184497297,0.0013406845973804593,0.44906148314476013,0.007511189207434654,0.0006843163864687085,0.012295323424041271,0.0002839757362380624,0.000377539312466979,0.0009731570607982576,0.12122518569231033,0.010817542672157288,0.004255800973623991,0.0009940963936969638,0.003167325397953391,0.001348245656117797,0.0006714002811349928,0.0038810716941952705,0.02915479615330696,0.03221110999584198,0.04494191333651543,0.0050837816670536995,0.007362602278590202,0.0005905957077629864,0.003295256057754159,0.002636438235640526,0.008475651033222675,0.016181185841560364,0.0003738270024769008,0.0008734942530281842,0.0007336552953347564,0.02891722321510315,0.008875940926373005,0.005682406947016716,0.0009292461909353733,0.0008351547876372933,0.0034422653261572123,0.0032826524693518877
3133,0.0010625066934153438,0.0027837904635816813,8.027917647268623e-05,7.275419193319976e-05,4.9318598030367866e-05,0.00019384556799195707,0.0030396573711186647,0.0023872589226812124,0.6095497608184814,0.00018825940787792206,0.00014887088036630303,0.0009112830157391727,0.0014516423689201474,7.545902190031484e-05,0.0006093952688388526,9.922904428094625e-05,0.0005019314121454954,0.00020597115508280694,0.0001555981143610552,0.0001611158368177712,7.506729889428243e-05,4.6019686124054715e-05,2.49433251156006e-05,2.5564608222339302e-05,0.000271311670076102,0.0001797298900783062,0.02110583335161209,0.0003698192012961954,0.09275338053703308,0.05960795655846596,7.391508552245796e-05,7.089720020303503e-05,0.003306321334093809,0.0005569308414123952,0.0004544264229480177,7.900892524048686e-05,5.666218567057513e-05,0.001765816006809473,0.004650340881198645,0.02077038772404194,0.00014476594515144825,0.0001786386565072462,0.0027914680540561676,0.05733935162425041,0.0063321939669549465,0.024060463532805443,0.00021931629453320056,0.0051972693763673306,0.019737794995307922,0.016799744218587875,0.00041987281292676926,0.0014445465058088303,0.00248583871871233,7.097238994902e-05,0.00466821389272809,5.244213025434874e-05,0.0003201866929885,2.6528614398557693e-05,0.0003135628066956997,0.00036560132866725326,0.027058910578489304
3134,0.0029309019446372986,0.06555982679128647,0.00023709474771749228,0.0002836390631273389,6.030867371009663e-05,0.0007955945329740644,0.1574387401342392,0.015590645372867584,0.020166900008916855,0.00038154429057613015,0.0002795338223222643,0.0002377165073994547,0.0006953495903871953,0.00016233976930379868,0.0007276918622665107,0.00014372062287293375,0.004092783201485872,0.00032983956043608487,5.2821360441157594e-05,7.6325646659825e-05,7.742757588857785e-05,0.00019382494792807847,5.838236756972037e-05,7.452389399986714e-05,0.0005338229238986969,0.00024554491392336786,0.00649124663323164,0.01763610541820526,0.0017669366206973791,0.02712901495397091,0.00016418976883869618,0.00012729533773381263,0.0028887432999908924,0.00305862445384264,0.000433205917943269,0.0002970187342725694,0.0003171265998389572,0.24406132102012634,0.005409988574683666,0.001473772106692195,0.003699032124131918,0.001724819652736187,0.00904908962547779,0.02783585712313652,0.028094524517655373,0.042210664600133896,0.0001345109922112897,0.23858334124088287,0.005760762374848127,0.020736461505293846,0.00041507554124109447,0.00021514808759093285,0.0006179917836561799,0.00018303105025552213,0.027110956609249115,0.0001975482446141541,0.004358249716460705,6.123686034698039e-05,0.0006637300248257816,0.0035608543548732996,0.002105680061504245
